molecule_chembl_id,canonical_smiles,standard_value_nM
CHEMBL4170738,CC1=C(O)C(=O)C=C2C1=CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(NC(=O)OC(C)(C)CO)C[C@H]4[C@]3(C)CC[C@@]21C,1000.0
CHEMBL336688,CN(C)CCCn1c(=O)c2sc3cc(C(=O)Nc4ccccc4)ccc3c2c2ccccc21,1000.0
CHEMBL4588486,COc1ccc2nc3sc(C(=O)Nc4ccc(C(=O)/C=C/c5cc(OC)c(OC)c(OC)c5)cc4)cc3cc2c1,1000.0
CHEMBL4214165,[O-][S+](CC#Cc1cccnc1C#CCOC1CCCCO1)c1c(F)c(F)c(F)c(F)c1F,1000.0
CHEMBL1270737,C=C1C(=O)O[C@@H](c2ccc3ccccc3c2)[C@H]1c1ccccc1,1000.0
CHEMBL336456,COC(=O)c1ccc2c(c1)sc1c(=O)n(CCCN(C)C)c3ccccc3c12,1000.0
CHEMBL204347,CN1CCN(C(=O)c2ccc3c(NC4CCN(Cc5ccccc5)CC4)c4ccccc4nc3c2)CC1,1000.0
CHEMBL4086093,O=C(CCCCCCC(=O)Nc1ccccc1CN1CC[C@H](O)C1)NO,1000.0
CHEMBL504777,Cl.O=c1[nH]c2ncc(C3=NCCN3)cc2c2c1sc1ccccc12,1000.0
CHEMBL1171837,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,1013.75
CHEMBL228191,CC#Cc1cn(C/C=C2\OC(=O)C(OCc3ccccc3)=C2OCc2ccccc2)c(=O)[nH]c1=O,1062.7444312191803
CHEMBL141921,Cc1ccc2c(c1)sc1c(=O)n(CCCN(C)C)c3ccccc3c12,1100.0
CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,1100.0
CHEMBL1230165,O=C(O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,1100.0
CHEMBL4213146,CCc1c2cc(C(F)(F)F)ccc2n2cc(Cc3ccccc3)[nH]c(=O)c12,1100.0
CHEMBL450152,C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)Cc6c([nH]c7ccccc67)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,1145.5928870650594
CHEMBL2380838,COc1cccc(F)c1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,1190.0
CHEMBL485043,COC1CCC[C@H](C)OC(=O)Cc2cc(O)cc(O)c2C(=O)C1,1200.0
CHEMBL565493,CC(/C=C/[C@@H]1C[C@]2(CO2)CC(C)(C)O1)=C\C[C@H]1CC[C@@H](NC(=O)/C=C\[C@H](C)OC(=O)C(C)C)CC1,1200.0
CHEMBL266971,C1=C(CCC[n+]2ccccc2)\C=N\c2ccccc2N/C=C(CCC[n+]2ccccc2)\C=N\c2ccccc2N/1.[Br-].[Br-],1200.0
CHEMBL4081890,NS(=O)(=O)c1ccc(Cc2c(-c3cccc(-c4ccccc4)c3)nn(-c3nc(C(=O)O)cs3)c2CC2CC2)cc1,1210.0
CHEMBL4071114,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)C/C(=C\c6ccc(F)cc6)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,1210.0
CHEMBL1084454,Cc1nc(C)c(-c2ccnc(Nc3ccc(N)cc3)n2)s1,1228.0
CHEMBL137885,CN(C)CCCn1c(=O)c2sc3cc([N+](=O)[O-])ccc3c2c2ccccc21,1250.0
CHEMBL1956073,C[C@@H](c1ccccc1)[C@@H](C(=O)Nc1ccc(I)cc1F)N1C(=O)N[C@H](c2ccc(OC[C@H](O)CO)cc2)C1=O,1250.0
CHEMBL2069884,CN1CCN(CCc2ccc(-c3ncc(-c4cccc(-c5cnc(-c6ccc(CCN7CCN(C)CC7)cc6)o5)c4)o3)cc2)CC1,1250.0
CHEMBL4207316,CCc1c(C(=O)NC(CO)Cc2ccccc2)[nH]c2ccc(C(F)(F)F)cc12,1300.0
CHEMBL4100075,Cc1nc(C)c(/C=C2\CC(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)nc1C,1300.0
CHEMBL4289082,COc1ccc2nc(-c3ccc(N/C=C\C(=O)c4ccc(OC)c(F)c4)cc3)sc2c1,1300.0
CHEMBL4226832,CCCCCOC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@H](n2c(I)c(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O)Oc1ccccc1,1310.0
CHEMBL481,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,1329.0
CHEMBL3335794,COc1ncc(-c2ccc3c(Nc4cc(Oc5cc(F)cc(F)c5)cc(C(=O)O)c4)c(S(=O)(=O)NC4CC4)cnc3c2)c(OC)n1,1370.0
CHEMBL585951,Fc1cc(-c2cc[nH]/c(=N/c3ccc(-n4cnc(N5CCOCC5)n4)cc3)n2)cc(N2CCOCC2)c1,1398.53
CHEMBL4103362,O=C1C(Nc2ccc(OC(F)(F)F)cc2)=CC(=O)c2ncncc21,1400.0
CHEMBL564426,COc1cc(-c2nnc(-c3cn(C)c4ccccc34)o2)ccc1OCc1ccccc1,1400.0
CHEMBL4063903,Cc1cccc(CCCc2ccc(C3CC=CC(=O)O3)c3ccccc23)c1,1400.0
CHEMBL142064,CN(C)CCCn1c(=O)c2sc3ccccc3c2c2ccccc21,1400.0
CHEMBL4211503,CC(=O)Oc1cc2c(c(C)c1OC(C)=O)CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](O)(N=C=O)C[C@H]4[C@]3(C)CC[C@]12C,1410.0
CHEMBL3126002,C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1ccccc1)C(=O)OCC(C)(C)C,1410.0
CHEMBL4162536,CC(=O)Oc1cc2c(c(C)c1OC(C)=O)CC=C1[C@@]3(C)CC[C@@]4(C)CC[C@@](C)(N=C=O)C[C@H]4[C@]3(C)CC[C@]12C,1410.0
CHEMBL803,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,1488.62
CHEMBL4060096,CCCc1ccc(C2CC=CC(=O)O2)c2ccccc12,1500.0
CHEMBL4566049,O/N=C(\CCCN1CCCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,1500.0
CHEMBL4067409,COc1cc(NC2=CC(=O)c3ncncc3C2=O)cc(OC)c1OC,1500.0
CHEMBL1254246,COc1cc(-c2nnc(-c3c[nH]c4ccc(Br)cc34)s2)ccc1OCc1ccccc1,1500.0
CHEMBL4075241,COc1cc(Cl)c(/C=C2\CN(C(C)C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)cc1OC,1500.0
CHEMBL4582168,CCc1nc(-c2ncc(OC)cn2)n(-c2cccc(C(=O)NCCCCc3ccccc3)c2)n1,1540.0
CHEMBL4541682,O=C(C/C=C/c1ccccc1)Nc1cc(C2CCC2)[nH]n1,1559.0
CHEMBL2324631,COc1cc2c(cc1OCCCC(=O)O)N=C[C@@H]1CCCN1C2=O,1564.0
CHEMBL1241156,CC(=O)Oc1ccccc1C(=O)Oc1ccc2ccccc2c1/C=N/NC(=O)c1cc(-c2ccc3ccccc3c2)n[nH]1,1600.0
CHEMBL4104427,Cc1nc(C)c(/C=C2\CN(C(C)C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)nc1C,1600.0
CHEMBL4081727,COc1cc(Br)c(/C=C2\CC(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)cc1OC,1600.0
CHEMBL489641,Cl.O=C(Nc1ccc(C2=NCCN2)nc1)c1sc2ccccc2c1Cl,1600.0
CHEMBL1910178,O=C(O)c1cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2n1O,1600.0
CHEMBL554116,c1ccc2c(-c3nnc(-c4ccncc4)o3)c[nH]c2c1,1600.0
CHEMBL500484,Cl.Cl.Clc1ccc(Nc2nc3ccc(C4=NCCN4)cc3s2)nc1,1600.0
CHEMBL2376504,CCCCCCCCn1cc(CN(CC)CC)c2cc(-c3cnc(N)nc3)ccc21,1600.0
CHEMBL4204106,CCOC(=O)c1ccc(C#CCO)c(C#CC[S+]([O-])c2c(F)c(F)c(F)c(F)c2F)c1,1600.0
CHEMBL415062,O=C1O/C(=C\Cn2cc(-c3ccco3)c(=O)[nH]c2=O)C(OCc2ccccc2)=C1OCc1ccccc1,1600.0
CHEMBL373872,CC(C)[C@@H]1OC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H](Cc2ccccc2)N(C)C1=O,1660.0
CHEMBL38434,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,1690.0
CHEMBL392757,COC1=CC(=O)c2c(c(C(C)Oc3ccc([N+](=O)[O-])cc3)c(C)n2C)C1=O,1696.0
CHEMBL4585048,COc1cc(/C=C/C(=O)c2ccc(NC(=O)c3cc4cc5ccccc5nc4s3)cc2)cc(OC)c1OC,1700.0
CHEMBL560007,C#CCn1cc(C(=O)NC(C(=O)NC2CCCC2)c2ccccc2)c(=O)c2cc(F)c(Cl)nc21,1700.0
CHEMBL4081919,O=C1C(NCc2ccc(F)cc2)=CC(=O)c2ncncc21,1700.0
CHEMBL212566,O=C1Cc2cc(N[C@H](COc3cncc(-c4ccc5c(c4)CC(=O)N5)c3)Cc3c[nH]c4ccccc34)ccc2N1,1710.0
CHEMBL412142,Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1,1759.77
CHEMBL1910176,O=C(O)c1cc2ccc(-c3ccc(Cl)cc3Cl)cc2n1O,1800.0
CHEMBL515281,Cl.Cl.c1cnc(Nc2nc3ccc(C4=NCCN4)cc3s2)nc1,1800.0
CHEMBL593137,CC1=C/C(=C/c2sc3ccccc3[n+]2C)N=C2C=CC=CN12.[O-][Cl+3]([O-])([O-])[O-],1800.0
CHEMBL4071416,COc1cccc(NC2=CC(=O)c3ncncc3C2=O)c1,1800.0
CHEMBL4063890,COc1cc(Br)c(/C=C2\CN(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)cc1OC,1800.0
CHEMBL4208745,O=c1[nH]c(Cc2ccccc2)cn2c1cc1cc(Cl)ccc12,1800.0
CHEMBL4096189,COc1ccc(NC2=CC(=O)c3ncncc3C2=O)cc1OC,1800.0
CHEMBL4295232,COc1ccc(C(=O)/C=C\Nc2ccc(-c3nc4cc(OC)c(OC)c(OC)c4s3)cc2C)cc1F,1800.0
CHEMBL1165396,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(C(C)C)cc2)N1c1nc(N2CCN(C)CC2)nc(N2CCN(C)CC2)n1,1810.0
CHEMBL237641,COC1=CC(=O)c2c(COc3cccnc3)c(C)n(C)c2C1=O,1824.0
CHEMBL187266,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,1900.0
CHEMBL2442835,COc1ccc(CNc2ccc(OS(=O)(=O)c3ccc(C)cc3)c3c2C(=O)c2ccccc2C3=O)cc1,1900.0
CHEMBL1910189,O=C(O)c1cc2cc(-c3ccccc3)c(-c3ccccc3)cc2n1O,1900.0
CHEMBL520014,C[C@H]1CCC/C=C/C(=O)c2c(O)cc(O)cc2CC(=O)O1,1900.0
CHEMBL4078438,COc1ccc(NC2=CC(=O)c3ncncc3C2=O)cc1,1900.0
CHEMBL1668320,C[C@H]1OC2=C(C(=O)C(=O)c3ccccc32)C1(C)C,1900.0
CHEMBL221450,COc1ccc(OC)c(C2=C(c3cc(OC)c(OC)c(OC)c3)/C(=N\O)CC2O[SiH2]C(C)(C)C)c1,1993.4217083624042
CHEMBL1834675,C=C[C@]1(C)C=C2C(=O)[C@@]3(O)OC(=O)[C@@]4(CCCC(C)(C)[C@H]34)[C@@]2(O)CC1,2000.0
CHEMBL229386,COc1nc(CBr)c(Br)c(OC)n1,2000.0
CHEMBL472805,Cc1ccc(Nc2nc3ccc(C4=NCCN4)cc3s2)nc1.Cl.Cl,2000.0
CHEMBL487106,O=C(CCCCCCC(=O)Nc1cccc(-c2cnnn2Cc2ccc(F)cc2)c1)NO,2000.0
CHEMBL4069510,CCc1ccc(-c2ccc(NC3=CC(=O)c4ncncc4C3=O)cc2)cc1,2000.0
CHEMBL476108,O=C(CCCN1CCCN(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,2000.0
CHEMBL451559,COc1nc(OC)c(Br)c(C(Br)Br)n1,2000.0
CHEMBL519746,O=C(CCCCCCC(=O)Nc1ccc(-c2cnnn2Cc2ccccc2)cc1)NO,2000.0
CHEMBL240188,Cl.N=C(NN1CCOCC1)c1ccc2nc3ccc4ccccc4n3c2c1,2000.0
CHEMBL489043,COc1cccc2c(C3=C(c4cn(C)c5c(Br)cc(Br)cc45)C(=O)NC3=O)coc12,2000.0
CHEMBL4443226,CCCCCCCCN(CCC(=O)Nc1ccccc1)CCC(=O)Nc1ccccc1,2000.0
CHEMBL1163949,CC(=O)Nc1ccc2cc(C#N)c3nc4ccccc4n3c2c1,2000.0
CHEMBL4568408,COc1cc(/C=C/C(=O)c2ccc(NC(=O)c3cc4cc5cc(C)ccc5nc4s3)cc2)cc(OC)c1OC,2000.0
CHEMBL523296,COc1cc(O)c(Cc2ccccc2O)c(O)c1C(=O)CCc1ccccc1,2000.0
CHEMBL514608,Cc1cccc(Nc2nc3ccc(C4=NCCN4)cc3s2)n1.Cl.Cl,2000.0
CHEMBL1910187,O=C(O)c1cc2ccc(-c3ccc4c(c3)OC(F)(F)O4)cc2n1O,2000.0
CHEMBL237838,COC1=CC(=O)c2c(c(COc3ccncc3)c(C)n2C)C1=O,2007.0
CHEMBL4074148,COc1ccc(-c2ccc(NC3=CC(=O)c4ncncc4C3=O)cc2)cc1,2100.0
CHEMBL606534,CC1=C/C(=C/c2oc3ccccc3[n+]2C)N=C2Sc3cc(Cl)ccc3N12.[O-][Cl+3]([O-])([O-])[O-],2100.0
CHEMBL1559855,O=C(c1ccco1)N1CCN(Cc2cc(=O)c(OCc3ccccc3F)co2)CC1,2100.0
CHEMBL426563,COc1cc(C2=C(c3ccc(SC)cc3)CC(O[SiH2]C(C)(C)C)C2=O)cc(OC)c1OC,2115.5961750021156
CHEMBL3600460,O=C(O)c1cc(-c2ccc(-c3ccccc3)cc2)nc2ccccc12,2160.0
CHEMBL4227217,Cc1c(-c2ccc(-c3ccccc3)cc2)nc2cnc(C(F)(F)F)cc2c1C(=O)O,2180.0
CHEMBL221499,COc1ccc(C2=C(c3cc(OC)c(OC)c(OC)c3)C(=O)C(O[SiH2]C(C)(C)C)C2)cc1,2190.0527802720044
CHEMBL1910184,O=C(O)c1cc2ccc(-c3cccc(OC(F)(F)F)c3)cc2n1O,2200.0
CHEMBL4206842,[O-][S+](CC#Cc1c(C#CCO)sc2ccccc12)c1c(F)c(F)c(F)c(F)c1F,2200.0
CHEMBL4537024,COCOc1cc(OC)c(C(=O)/C=C/c2ccccc2)c(OCOC)c1,2200.0
CHEMBL605203,CC1=C/C(=C/c2oc3ccccc3[n+]2C)C(C#N)=C2Sc3ccccc3N12.[O-][Cl+3]([O-])([O-])[O-],2200.0
CHEMBL4079556,O=C1C=CCC(c2ccc(CCc3ccccc3)c3ccccc23)O1,2200.0
CHEMBL4077457,COC(=O)c1ccc(NC2=CC(=O)c3ncncc3C2=O)cc1,2200.0
CHEMBL2380839,COc1ccccc1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,2220.0
CHEMBL222404,COc1ccc(C2=C(c3cc(OC)c(OC)c(OC)c3)/C(=N\O)CC2OC(C)=O)cc1O,2255.0456646747098
CHEMBL1163978,CCOC(=O)c1cc2cc(Nc3ncnc4cc(OC)c(OCCCN5CCCCC5C)cc34)ccc2s1,2272.0
CHEMBL1164067,CCOC(=O)c1cc2cc(Nc3ncnc4cc(OCCCN5CCCCC5)c(OC)cc34)ccc2s1,2273.0
CHEMBL1163402,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2ccc(OC)cc2)N1c1nc(N2CCN(C)CC2)nc(N2CCN(C)CC2)n1,2300.0
CHEMBL4081009,CC(=O)c1cccc(NC2=CC(=O)c3ncncc3C2=O)c1,2300.0
CHEMBL4284999,COc1ccc2nc(-c3ccc(N/C=C\C(=O)c4ccc(OC)c(F)c4)c(C)c3)sc2c1,2300.0
CHEMBL1091475,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(-c3ccc(I)cc3)nn2)c1)NO,2330.0
CHEMBL1164162,CCOC(=O)c1cc2cc(Nc3ncnc4cc(OC)c(OCCCN5CCN(CC)CC5)cc34)ccc2s1,2331.0
CHEMBL222337,COc1ccc(C2=C(c3cc(OC)c(OC)c(OC)c3)/C(=N\O)CC2OC(C)=O)cc1,2339.4549070066673
CHEMBL222406,COc1ccc(C2=C(c3cc(OC)c(OC)c(OC)c3)/C(=N\O)C(OC(C)=O)C2)cc1,2339.4549070066673
CHEMBL189963,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,2364.37
CHEMBL1163737,CCOC(=O)c1cc2cc(Nc3ncnc4cc(OCCCN5CCCCC5C)c(OC)cc34)ccc2s1,2369.0
CHEMBL2380826,Cc1ccc(C(=O)Nc2ccc(Nc3ccnc4[nH]c(=O)c5ccccc5c34)cc2)cc1,2390.0
CHEMBL395435,COC1=CC(=O)c2c(COc3ccccn3)c(C)n(C)c2C1=O,2393.0
CHEMBL583445,CC(C)=CCC1=C(O)[C@@]2(CC=C(C)C)C[C@H](CC=C(C)C)C(C)(C)[C@@](C(=O)c3ccccc3)(C1=O)C2=O,2400.0
CHEMBL159380,NC(CCCCNP(=O)(OCc1ccc([N+](=O)[O-])o1)N(CCCl)CCCl)C(=O)O,2400.0
CHEMBL4202480,[N-]=[N+]=NCC#Cc1ccccc1C#CC[S+]([O-])c1c(F)c(F)c(F)c(F)c1F,2400.0
CHEMBL463836,Oc1ccccc1/C=N/NC(=S)Nc1ccccc1,2400.0
CHEMBL557872,C#CCn1cc(C(=O)NC(CC(=O)NC2CCCC2)c2ccccc2)c(=O)c2ccc(Cl)nc21,2400.0
CHEMBL388150,COc1ccc(C2=C(c3cc(OC)c(OC)c(OC)c3)C(=O)C(OC(C)=O)C2)cc1,2424.5950926195324
CHEMBL141746,CN(C)CCCn1c(=O)c2sc3cc(F)ccc3c2c2ccccc21,2500.0
CHEMBL4100907,Nc1ccc(-c2ccc(NC3=CC(=O)c4ncncc4C3=O)cc2)cc1,2500.0
CHEMBL4099155,Cc1nc(C)c(/C=C2\CCC/C(=C\c3nc(C)c(C)nc3C)C2=O)nc1C,2500.0
CHEMBL493189,COc1cccc(/C=N/NC(=S)Nc2ccccc2)c1O,2500.0
CHEMBL2335137,CN1CCN(CCCNc2cc3c(=O)n(CC4CCOCC4)c(=O)c4c(NCCCN5CCN(C)CC5)cc5c(=O)n(CC6CCOCC6)c(=O)c2c5c34)CC1,2500.0
CHEMBL337173,O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21,2500.0
CHEMBL1163819,CCOC(=O)c1cc2cc(Nc3ncnc4cc(OC)c(OCCCN5CCC(C)CC5)cc34)ccc2s1,2511.0
CHEMBL189112,CC(C)/N=C(/N)c1ccc2c(Cl)c(C(=O)Nc3ccc(Br)cc3)sc2c1,2540.0
CHEMBL428382,COC1=CC(=O)c2c(COc3ccncc3)c(C)n(C)c2C1=O,2560.0
CHEMBL224936,COc1ccc(C2=C(c3cc(OC)c(OC)c(OC)c3)/C(=N\O)C(O)C2)cc1,2594.572155051632
CHEMBL4209588,Cc1c(C(=O)NC(CO)Cc2ccccc2)[nH]c2ccc(Cl)cc12,2600.0
CHEMBL410188,C[n+]1ccc(CCC(=O)OCCCC2=C/Nc3ccccc3/N=C/C(CCCOC(=O)CCc3cc[n+](C)cc3)=C\Nc3ccccc3\N=C\2)cc1.[Br-].[Br-],2600.0
CHEMBL4279008,COc1ccc(-c2nc3sc(-c4ccc(Cl)cc4)cn3n2)cc1,2600.0
CHEMBL4206044,[O-][S+](CC#Cc1ccccc1C#CCO)c1c(F)c(F)c(F)c(F)c1F,2600.0
CHEMBL4214496,O=C(NC(CO)Cc1ccccc1)c1cc2cc(Cl)ccc2[nH]1,2600.0
CHEMBL44657,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,2661.3
CHEMBL376861,COc1ccc(C2=C(c3cc(OC)c(OC)c(OC)c3)C(=O)C(O)C2)cc1,2699.7840172786177
CHEMBL2442836,Cc1ccc(S(=O)(=O)Oc2ccc(NCc3ccc(N)cc3)c3c2C(=O)c2ccccc2C3=O)cc1,2700.0
CHEMBL4099743,COc1ccc(/C=C2\CC(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)c(Cl)c1,2700.0
CHEMBL2380828,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(C(F)(F)F)cc1,2710.0
CHEMBL2335139,COCCCn1c(=O)c2cc(NCCCN3CCN(C)CC3)c3c(=O)n(CCCOC)c(=O)c4cc(NCCCN5CCN(C)CC5)c(c1=O)c2c43,2790.0
CHEMBL255318,C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC1=C(O)C(=O)C(CO)=CC1=O,2800.0
CHEMBL498739,O=C(CBr)NC(=O)Nc1cccc(NC(=O)CBr)c1,2810.0
CHEMBL3349342,COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(CC(O)CO)CC1,2816.26
CHEMBL2335136,CN1CCN(CCCNc2cc3c(=O)n(Cc4ccco4)c(=O)c4c(NCCCN5CCN(C)CC5)cc5c(=O)n(Cc6ccco6)c(=O)c2c5c34)CC1,2830.0
CHEMBL2035489,COc1ccc2[se]n(CCn3[se]c4ccc(OC)cc4c3=O)c(=O)c2c1,2840.0
CHEMBL1163751,CCOC(=O)c1cc2cc(Nc3ncnc4cc(OCCCN5CCN(CC)CC5)c(OC)cc34)ccc2s1,2892.0
CHEMBL4283996,COc1cc(OC)c2sc(-c3ccc(N/C=C\C(=O)c4ccc(OC)c([N+](=O)[O-])c4)cc3)nc2c1,2900.0
CHEMBL4211736,Cc1ccc(Cc2nc(N)n(CC(=O)Nc3ccc(C)cc3)c2-c2ccccc2Br)cc1,2900.0
CHEMBL3215889,Cl.Cl.c1cc(-c2nc3ccc(C4=NCCN4)cc3s2)cc(-c2nc3ccc(C4=NCCN4)cc3s2)n1,2900.0
CHEMBL4207696,C(=C/c1ccc(-c2ccccc2)cc1)\CCCCCCOC[C@@H]1CCCN1.Cl,2900.0
CHEMBL517080,CC1=C(CO)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)[C@H]4CC[C@@]32C)C1,2930.0
CHEMBL435140,CC(C)(C)[SiH2]OC1CC(=O)C(c2ccccc2)=C1c1ccccc1,2971.67989064218
CHEMBL522760,COc1cccc2c(C3=C(c4cn(C)c5cc(Cl)c(F)cc45)C(=O)NC3=O)coc12,3000.0
CHEMBL390861,CCCCCCC#Cc1cn(C/C=C2\OC(=O)C(OCc3ccccc3)=C2OCc2ccccc2)c(=O)[nH]c1=O,3000.0
CHEMBL473595,Cc1cccnc1Nc1nc2ccc(C3=NCCN3)cc2s1.Cl.Cl,3000.0
CHEMBL489407,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)c(Cl)cc21,3000.0
CHEMBL520056,O=C(CCCCCCC(=O)Nc1cccc(-c2cnnn2-c2ccccc2)c1)NO,3000.0
CHEMBL401222,CC(C)NC(=N)c1ccc2nc3ccc4ccccc4n3c2c1.Cl,3000.0
CHEMBL473790,Cc1ccnc(Nc2nc3ccc(C(=N)NC(C)C)cc3s2)c1.Cl.Cl,3000.0
CHEMBL473789,Cc1cccnc1Nc1nc2ccc(C(=N)NC(C)C)cc2s1.Cl.Cl,3000.0
CHEMBL4101968,O=C(c1ccc([N+](=O)[O-])cc1)c1c(C#Cc2ccccc2)sc2c1CCCC2,3000.0
CHEMBL473170,Cc1cccnc1Nc1nc2ccc(C#N)cc2s1,3000.0
CHEMBL227746,O=C1O/C(=C\Cn2cc(C#Cc3ccccc3)c(=O)[nH]c2=O)C(O)=C1O,3000.0
CHEMBL563756,C#CCn1cc(C(=O)NC(CC(=O)Nc2ccccc2)c2ccccc2)c(=O)c2ccc(Cl)nc21,3000.0
CHEMBL472408,N#Cc1ccc2nc(Nc3ncccn3)sc2c1,3000.0
CHEMBL4082705,COc1ccc(/C=C2\CN(C(C)C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)c(Cl)c1,3000.0
CHEMBL1164812,CCN(CC)c1ccc(/C=C(\C#N)c2nc3ccccc3[nH]2)c(O)c1,3000.0
CHEMBL514148,Cc1cccc(Nc2nc3ccc(C(=N)NC(C)C)cc3s2)n1.Cl.Cl,3000.0
CHEMBL475258,COc1ccc(CSCCN(CCSCc2ccc(OC)cc2)CC(=O)Nc2c[nH]c(=O)[nH]c2=O)cc1,3000.0
CHEMBL105442,O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl,3007.81
CHEMBL552745,COc1ccc(-c2noc(CC(C)=O)n2)cc1OC1CCCC1,3010.0
CHEMBL1163247,CCOC(=O)c1cc2cc(Nc3ncnc4cc(OCCCN5CCN(c6ccccc6)CC5)c(OC)cc34)ccc2s1,3044.0
CHEMBL2034987,O=c1c2cc(F)ccc2[se]n1CCn1[se]c2ccc(F)cc2c1=O,3070.0
CHEMBL1164867,CCOC(=O)c1cc2cc(Nc3ncnc4cc(OC)c(OCCCN5CCCC5)cc34)ccc2s1,3090.0
CHEMBL2315751,CC(=O)Nc1ccc(NC(=O)c2cc3ccccc3o2)cn1,3100.0
CHEMBL4104292,COc1ccc(/C=C2\CN(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)c(Cl)c1,3100.0
CHEMBL1163749,CCOC(=O)c1cc2cc(Nc3ncnc4cc(OCCCN5CCC(C)CC5)c(OC)cc34)ccc2s1,3160.0
CHEMBL210246,N[C@H](COc1cncc(-c2ccc3cnc(F)cc3c2)c1)Cc1c[nH]c2ccccc12,3180.0
CHEMBL4094641,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)C/C(=C\c6ccc([N+](=O)[O-])cc6)[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,3200.0
CHEMBL4210618,COc1ccc(Cc2nc(N)n(CC(=O)Nc3ccccc3)c2-c2ccccc2Br)cc1,3200.0
CHEMBL4097584,O=C1C=CCC(c2ccc(CCCc3ccccc3)c3ccccc23)O1,3210.0
CHEMBL2035463,O=c1c2ccccc2[se]n1CCCCCn1[se]c2ccccc2c1=O,3270.0
CHEMBL1165101,CCOC(=O)c1cc2cc(Nc3ncnc4cc(OC)c(OCCCN(CC)CC)cc34)ccc2s1,3295.0
